Cruise,Year,Month,Day,Local time (GMT+7),Area,Station,Lat,Lon,Sample_ID,Total Depth (m),Sampling level,Sampling depth (m),Sample_Type2,D50,OC %,N %,Sed_Temp (°C),Sed_pH,Sed_ORP (mV),Wind speed (m/s),Wind direction (toward-azimuth) angle,Wind direction,Air temperature (๐C),Air pressure (mbar),Sea state,Sea state remark,Cloud cover,Transparency (m),Water temperature_meter (_deg_C),Water temperature_ctd (_deg_C),Water temperature_AAQ (_deg_C),Salinity_meter (psu),Salinity_ctd (psu),Salinity_AAQ (psu),Water_Cond. (mS/cm),Density (kg/m3),DO_Titrate (mg/L),DO_meter (mg/L),DO_CTD (mg/L),DO_AAQ (mg/L),DO_CTD-Corrected (mg/L),TSS (mg/L),Chl-a_spectro (ug/L),Chl-a_ctd (ug/L),Chl-a_AAQ (ug/L),pH,pH_CTD,pH_AAQ,OA,Phytoplankton,Zooplankton,Remark,TA (umol/kgSW),pH@25C (Spectrophotometric method),"pH 
(TOTscale)",pCO2 out (uatm),HCO3 out (umol/kgSW),CO3 out (umol/kgSW),CO2 out (umol/kgSW),"Ca
saturation","Ar
saturation","DIC est.
(umol/kgSW)",Ave,SD,Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),pN2Oair,Phosphate (uM),Silicate (uM),Nitrite (uM),Ammonia (uM),Nitrate (uM),DOC,"TDN
(uM)","TDP
(uM)","Mn
(nM)","Mo
(nM)","U
(nM)","V
(nM)","Exchangeable Ammonia
(ug/g)","Exchangeable Nitrate
(ug/g)","Exchangeable Silicate
(ug/g)","Exchangeable Phosphate
(ug/g)","Total Phosphorus
(ug/g)","Total Silicate
(ug/g)","Total Nitrogen
(ug/g)","Calcium carbonate
(ug/g)",Total Organic Content (%),Clay,Silt,Sand,Sulfide (umol-S/g),Fraction-1_NH3,Fraction-1_NO2-,Fraction-1_N_Sum,Fraction-2_NH3,Fraction-2_NO2-,Fraction-2_N_Sum,Fraction-3_NH3,Fraction-3_NO2-,Fraction-3_N_Sum,Fraction-4_NH3,Fraction-4_NO2-,Fraction-4_N_Sum,Fraction-1_Phosphorus,Fraction-2_Phosphorus,Fraction-3_Phosphorus,Fraction-4_Phosphorus
GoT,2023,11,2,10:38,,18,13.32376,100.26759,,,B,11,,,,,,,,,,,29,,,,,2.3,30.10,30.57,,29.10,31.79,,,,1.59,,0.06,,1.56,10,,4.83,,7.65,,,,,,,2178.813511,7.669787461,7.593381224,1289.033506,1948.717438,93.77902914,32.44110158,2.346026964,1.563168844,2074.937569,,,,,,,,,,,,2.346,31.94,0.293,4.735,2.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,10:02,,19,13.36829,100.29198,,10.2,S,1,,,,,,,,,,,29,,,,,2,29.90,30.02,,24.70,26.86,,,,7.25,,7.66,,6.92,7.8,,9.49,,8.22,,,,,,,2090.381792,8.168426906,8.09249911,341.7013739,1585.55531,207.6632702,8.925758825,5.417944114,3.539714618,1802.144339,,,,,,,,,,,,0.947,16.412,0.23,4.433,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,10:02,,19,13.36829,100.29198,,,M,5,,,,,,,,,,,29,,,,,2,29.80,30.59,,24.90,31.37,,,,7.26,,0.58,,1.93,9.5,,3.19,,8.17,,,,,,,2134.224793,7.999011657,7.916153991,539.8427954,1711.356886,171.4248501,13.60802359,4.308194996,2.86705977,1896.38976,,,,,,,,,,,,1.194,22.85,0.251,1.511,4.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,10:02,,19,13.36829,100.29198,,,B,9,,,,,,,,,,,29,,,,,2,30.00,30.60,,28.30,31.38,,,,0.96,,0.08,,1.57,11,,15.4,,7.69,,,,,,,2208.711483,7.562403012,7.489221887,1705.17889,2023.372321,75.90330524,42.97304855,1.906384076,1.268821578,2142.248675,,,,,,,,,,,,3.334,49.145,0.293,8.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,9:24,,20,13.41117,100.31487,,8.4,S,1,,,,,,,,,,,28,,,,,1.8,29.70,29.99,,24.10,26.29,,,,7.79,,7.67,,6.92,10.25,,7.59,,8.24,,,,,,,2085.519543,8.194515703,8.1187613,318.9291886,1565.688202,214.2853281,8.359877931,5.617256691,3.660382873,1788.333408,,,,,,,,,,,,0.823,15.823,0.209,6.851,1.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,9:24,,20,13.41117,100.31487,,,M,4,,,,,,,,,,,28,,,,,1.8,30.00,30.54,,27.60,30.64,,,,6.53,,1.64,,2.67,6.8,,3.04,,7.77,,,,,,,2094.673264,8.112316373,8.0289947,389.0006301,1593.307401,202.8139524,9.853050072,5.129583191,3.405386402,1805.974403,,,,,,,,,,,,9.879,17.092,0.251,11.183,1.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,9:24,,20,13.41117,100.31487,,,B,7.5,,,,,,,,,,,28,,,,,1.8,30.00,30.61,,28.20,30.86,,,,6.67,,0.15,,1.62,6.6,,13.35,,7.66,,,,,,,2270.370191,7.521441539,7.449946129,1941.241856,2098.304606,70.97624579,49.04477088,1.791237418,1.190279687,2218.325622,,,,,,,,,,,,3.91,45.45,0.23,10.377,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,8:24,,21,13.46259,100.2963,,5.2,S,1,,,,,,,,,,,28,,,,,0.8,29.40,29.95,,17.40,24.95,,,,4.17,,3.90,,4.26,24.43,,9.32,,7.6,,,,,,,2449.732986,7.369038629,7.31362972,3071.699277,2337.00948,48.18053946,81.14121644,1.277464092,0.827040002,2466.331236,,,,,,,,,,,,7.162,99.741,0.879,21.158,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,8:24,,21,13.46259,100.2963,,,M,2.5,,,,,,,,,,,28,,,,,0.8,29.90,30.30,,24.40,26.98,,,,4.24,,3.20,,3.77,22.9,,11.17,,7.55,,,,,,,2377.379463,7.450451589,7.3870174,2450.207321,2238.659317,58.54181602,63.551418,1.52715912,0.999161651,2360.752551,,,,,,,,,,,,6.38,86.82,0.962,19.848,1.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,8:24,,21,13.46259,100.2963,,,B,4,,,,,,,,,,,28,,,,,0.8,29.90,30.48,,25.00,28.12,,,,1.16,,0.79,,2.07,36,,11.83,,7.54,,,,,,,2260.22796,7.490424842,7.422677941,2113.195802,2110.938395,62.19970339,54.27048033,1.607517362,1.057381467,2227.408579,,,,,,,,,,,,4.61,58.711,0.523,11.788,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,7:42,,22,13.501,100.28038,,5,S,1,,,,,,,,,,,28,,,,,0.4,29.10,29.61,,1.50,3.29,,,,2.09,,0.68,,2.00,29.13,,6.62,,7.61,,,,,,,2692.550452,6.967300947,6.928817592,11537.16072,2670.41154,10.80635948,342.2279398,0.343102353,0.197193909,3023.445839,,,,,,,,,,,,9.179,143.718,5.941,36.069,3.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,7:42,,22,13.501,100.28038,,,M,2,,,,,,,,,,,28,,,,,0.4,28.90,29.42,,3.70,13.06,,,,1.85,,1.32,,2.45,24.33,,5.17,,7.48,,,,,,,2530.250898,7.199618832,7.158426872,5320.816968,2477.063666,24.19234233,151.0291467,0.718127558,0.430694417,2652.285155,,,,,,,,,,,,7.903,126.49,1.736,27.404,2.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,2,7:42,,22,13.501,100.28038,,,B,4,,,,,,,,,,,28,,,,,0.4,28.90,30.13,,10.50,26.21,,,,1.01,,0.44,,1.83,50.67,,9.63,,7.36,,,,,,,2467.411575,7.239965982,7.186837199,4145.777851,2377.800892,38.1696561,108.3730039,1.0014574,0.652630858,2524.343552,,,,,,,,,,,,6.627,111.529,1.59,25.591,2.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,15:56,,23,13.38768,100.35953,,9.3,S,1,,,,,,,,,,,31,,,,,1.5,31.40,31.04,,23.50,25.94,,,,,,11.25,,9.45,,,9.98,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,15:56,,23,13.38768,100.35953,,,M,4.5,,,,,,,,,,,31,,,,,1.5,30.30,30.59,,27.90,31.31,,,,,,1.02,,2.24,,,1.78,,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,15:56,,23,13.38768,100.35953,,,B,8,,,,,,,,,,,31,,,,,1.5,30.30,30.58,,28.50,31.35,,,,,,0.11,,1.59,,,8.65,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,15:15,,24,13.36081,100.39711,,10.9,S,1,,,,,,,,,,,31,,,,,1.6,31.20,30.98,,22.80,25.67,,,,8.29,,12.74,,10.50,8.5,,9.65,,8.23,,,,,,,2108.3,8.381,8.288250413,196.0773323,1407.114714,289.7504857,5.03902853,7.667146659,4.997565726,1701.904228,,,,,,,,,,,,0.7,17.455,0.335,6.146,3.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,15:15,,24,13.36081,100.39711,,,M,5,,,,,,,,,,,31,,,,,1.6,30.90,30.51,,23.90,31.48,,,,6.64,,1.17,,2.34,12.14,,1.57,,8.5,,,,,,,2131,8.16,8.07652708,341.6561658,1568.467993,227.2872605,8.623095407,5.7049671,3.796858751,1804.378349,,,,,,,,,,,,0.864,21.535,0.209,2.922,4.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,15:15,,24,13.36081,100.39711,,,B,10,,,,,,,,,,,31,,,,,1.6,30.30,30.50,,28.80,31.49,,,,1.15,,0.12,,1.60,,,17.7,,7.61,,,,,,,2177.6,7.609,7.535456463,1495.106577,1975.723635,82.38124516,37.74344144,2.066182239,1.375182746,2095.848322,,,,,,,,,,,,2.182,38.763,0.418,4.534,2.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,14:26,,25,13.29145,100.40053,,14.23,S,1,,,,,,,,,,,31,,,,,1.8,30.50,30.93,,25.60,27.36,,,,,,14.76,,11.92,,,29.12,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,14:26,,25,13.29145,100.40053,,,M,7,,,,,,,,,,,31,,,,,1.8,30.10,30.40,,27.80,31.93,,,,,,1.73,,2.74,,,1.21,,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,14:26,,25,13.29145,100.40053,,,B,13,,,,,,,,,,,31,,,,,1.8,30.30,30.41,,29.20,31.99,,,,,,1.10,,2.29,,,1.51,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,13:44,,26,13.24544,100.40063,,16.1,S,1,,,,,,,,,,,31,,,,,2.2,30.70,30.57,,26.60,29.52,,,,7.60,,10.03,,8.59,6.4,,26.93,,8.2,,,,,,,2142.2,8.199,8.114478877,315.7699949,1564.107036,235.7810139,8.037823524,6.024391499,3.984615036,1807.925873,,,,,,,,,,,,1.07,25.615,0.167,3.224,3.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,13:44,,26,13.24544,100.40063,,,M,8,,,,,,,,,,,31,,,,,2.2,30.00,30.39,,28.50,32.18,,,,6.61,,1.81,,2.79,3.4,,1.15,,7.94,,,,,,,2173.1,7.823,7.745704154,864.0730836,1859.58341,127.3726859,21.79819796,3.175819858,2.116830892,2008.754294,,,,,,,,,,,,1.317,26.522,1.213,1.511,8.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,13:44,,26,13.24544,100.40063,,,B,15,,,,,,,,,,,31,,,,,2.2,30.10,30.39,,29.00,32.21,,,,1.91,,1.05,,2.26,7.25,,1.71,,7.63,,,,,,,2171.1,7.747,7.670936557,1048.315621,1900.903022,109.7867957,26.43908187,2.733572637,1.82242889,2037.1289,,,,,,,,,,,,1.358,29.469,1.422,1.411,8.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,12:58,,27,13.18208,100.39914,,17.7,S,1,,,,,,,,,,,30,,,,,5.7,30.80,30.59,,29.20,31.98,,,,,,5.47,,5.37,,,1.08,,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,12:58,,27,13.18208,100.39914,,,M,8.5,,,,,,,,,,,30,,,,,5.7,30.30,30.31,,29.50,32.27,,,,,,2.53,,3.30,,,0.92,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,12:58,,27,13.18208,100.39914,,,B,17,,,,,,,,,,,30,,,,,5.7,30.20,30.31,,29.70,32.30,,,,,,2.19,,3.06,,,1.9,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,12:11,,28,13.13334,100.40153,,19.6,S,1,,,,,,,,,,,30,,,,,3.6,30.10,30.38,,29.00,31.70,,,,5.55,,5.77,,5.58,3.95,,1.59,,7.88,,,,,,,2142.1,8.034,7.954000897,486.4211729,1686.630341,184.4038622,12.3012081,4.620068434,3.075264481,1883.335411,,,,,,,,,,,,0.576,9.521,0.92,1.814,1.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,12:11,,28,13.13334,100.40153,,,M,9.5,,,,,,,,,,,30,,,,,3.6,30.00,30.27,,29.00,32.35,,,,4.89,,2.55,,3.32,5.8,,0.77,,7.82,,,,,,,2145.3,7.891,7.814051821,709.502935,1790.238956,143.6326992,17.92772398,3.572818913,2.381823549,1951.799379,,,,,,,,,,,,0.988,14.508,3.535,1.612,4.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,12:11,,28,13.13334,100.40153,,,B,18,,,,,,,,,,,30,,,,,3.6,29.90,30.28,,29.30,32.34,,,,4.70,,2.27,,3.12,6.4,,13.87,,7.67,,,,,,,2169.4,7.97,7.891638791,580.9638692,1753.906672,168.3065823,14.68018992,4.182073924,2.788198479,1936.893444,,,,,,,,,,,,0.823,19.948,1.422,2.217,2.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,10:52,,29,13.03457,100.40043,,20.4,S,1,,,,,,,,,,,29,,,,,5.1,29.90,30.24,,29.10,31.63,,,,5.30,,5.25,,5.22,2.7,,1.02,,7.71,,,,,,,2140,7.995,7.917520346,538.3282978,1716.903337,171.4003125,13.66287013,4.295422902,2.857199407,1901.96652,,,,,,,,,,,,0.576,13.601,0.481,2.821,3.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,10:52,,29,13.03457,100.40043,,,M,10,,,,,,,,,,,29,,,,,5.1,29.80,30.17,,29.80,32.30,,,,5.69,,4.18,,4.47,5.2,,0.95,,7.9,,,,,,,2145.3,7.98,7.903428165,556.7579065,1726.429971,169.2797759,14.10689086,4.211548286,2.806205239,1909.816638,,,,,,,,,,,,0.412,13.714,0.586,1.612,3.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,3,10:52,,29,13.03457,100.40043,,,B,19,,,,,,,,,,,29,,,,,5.1,29.70,30.17,,29.90,32.34,,,,4.32,,4.04,,4.37,7.1,,1.04,,7.9,,,,,,,2157.3,7.935,7.858655066,632.1533014,1769.892578,156.8087916,16.01307425,3.895269056,2.596036148,1942.714444,,,,,,,,,,,,1.07,16.775,2.05,1.914,3.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,10:17,,CP1,13.58106,100.57906,,2.3,S,0.5,,,,,,,,,,,,,,,,0.3,30.10,30.54,,0.20,0.23,,,,3,,2.252,,,50.5,,6.46,,7.11,,,,,,,1696.3,6.792,6.748443023,11831.68548,1688.170988,4.100430211,349.7592649,0.045855042,0.028749135,2042.030683,,,,,,,,,,,,2.511,68.459,9.974,8.047,44.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,11:21,,CP2,13.67488,100.52954,,0.5,S,0.5,,,,,,,,,,,,,,,,0.2,30.30,30.28,,0.10,0.15,,,,3.11,,2.926,,,52,,6.73,,7.01,,,,,,,1620.2,6.761,6.717916825,12147.12839,1613.055899,3.632276706,359.6889219,0.02957047,0.018769216,1976.377098,,,,,,,,,,,,1.935,60.298,7.758,2.368,146.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,13:31,,TH1,13.54072,100.24854,,1.8,S,0.5,,,,,,,,,,,,,,,,0.8,30.20,30.03,,0.50,0.57,,,,0.705,,0.175,,,12.1,,7.01,,7.02,,,,,,,2678.3,6.864,6.822874247,15577.13951,2662.937341,7.684603848,463.6172872,0.141786561,0.08637789,3134.239232,,,,,,,,,,,,7.985,76.166,18.84,8.047,15.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,14:22,,TH2,13.57791,100.22914,,6.7,S,0.5,,,,,,,,,,,,,,,,0.7,30.50,30.49,,0.30,0.32,,,,0.905,,0.642,,,9.36,,6.72,,7.19,,,,,,,2540.8,6.723,6.678737565,20803.73436,2530.348406,5.272453171,613.0564345,0.070556067,0.043871115,3148.677294,,,,,,,,,,,,5.475,76.846,13.803,7.541,11.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,14:22,,TH2,13.57791,100.22914,,,M,3,,,,,,,,,,,,,,,,0.7,30.20,30.23,,0.30,0.32,,,,0.675,,0.39,,,7.5,,6.37,,7.15,,,,,,,2535.8,6.794,6.751420683,17516.29958,2523.545093,6.161831319,519.3409722,0.082318601,0.051158271,3049.047897,,,,,,,,,,,,5.598,69.365,16.12,7.955,12.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,14:22,,TH2,13.57791,100.22914,,,B,6,,,,,,,,,,,,,,,,0.7,30.20,30.13,,0.30,0.32,,,,0.47,,0.216,,,9,,6.34,,7,,,,,,,2548.7,6.77,6.728123263,18562.75882,2537.082296,5.852106532,551.6882295,0.078198738,0.048586235,3094.622632,,,,,,,,,,,,5.475,75.033,15.516,7.863,20.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,7,15:31,,TH3,13.60127,100.22807,,1.1,S,0.5,,,,,,,,,,,,,,,,0.6,31.30,30.81,,0.30,0.32,,,,1.37,,1.329,,,15,,7.06,,7.03,,,,,,,2538.9,6.824,6.7771748,16586.80264,2525.574238,6.673907764,485.2144111,0.090371417,0.056199806,3017.462557,,,,,,,,,,,,5.516,73.899,14.407,7.035,24.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,8:31,,MK1,13.41137,99.96971,,3.8,S,0.5,,,,,,,,,,,,,,,,0.8,30.00,30.09,,0.20,0.27,,,,3.475,,3.217,,,9.36,,2.72,,7.53,,,,,,,2829.6,6.995,6.953481911,12234.44972,2807.887791,10.80750494,364.8344163,0.12987358,0.081088599,3183.529712,,,,,,,,,,,,3.128,41.937,3.627,2.299,53.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,8:31,,MK1,13.41137,99.96971,,,B,2.5,,,,,,,,,,,,,,,,0.8,29.90,29.97,,0.20,0.27,,,,3.465,,3.088,,,9.4,,2.91,,7.52,,,,,,,2819.8,7.012,6.970564509,11712.61561,2797.378045,11.18989736,349.539458,0.135968006,0.084843531,3158.1074,,,,,,,,,,,,2.881,32.869,4.332,1.862,49.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,10:08,,MK2,13.37744,99.99569,,1.7,S,0.5,,,,,,,,,,,,,,,,0.4,29.80,30.05,,1.90,2.10,,,,2.935,,2.748,,,31.75,,2.95,,7.37,,,,,,,2860.7,7.359,7.312058061,5007.110595,2803.117139,27.99417499,146.981211,0.896607487,0.515367224,2978.092525,,,,,,,,,,,,2.387,32.869,7.053,1.885,30.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,16:39,,MK3,13.46373,99.94248,,3.2,S,0.5,,,,,,,,,,,,,,,,0.7,30.20,30.33,,0.20,0.27,,,,3.43,,2.894,,,14.21,,2.81,,7.65,,,,,,,2833.4,7.036,6.991704662,11234.81558,2809.370404,11.9439196,332.4149291,0.144150548,0.090053251,3153.729253,,,,,,,,,,,,3.005,59.618,4.836,2.575,54.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,16:39,,MK3,13.46373,99.94248,,,B,2.5,,,,,,,,,,,,,,,,0.7,30.20,30.33,,0.20,0.27,,,,3.63,,2.884,,,14.5,,2.76,,7.64,,,,,,,2831.6,7.04,6.995603232,11124.60622,2807.377305,12.04464391,329.1540625,0.14532854,0.090791177,3148.576011,,,,,,,,,,,,3.005,59.845,6.952,2.506,54.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,12:40,,BTB1,13.2154,99.93422,,1.7,S,0.5,,,,,,,,,,,,,,,,0.4,30.30,30.26,,0.90,0.98,,,,2.25,,2.199,,,9.5,,5.72,,7.22,,,,,,,1165.1,6.621,6.57854896,11838.06548,1161.353056,1.95890152,349.547525,0.046623286,0.027839046,1512.859483,,,,,,,,,,,,5.845,162.306,4.735,2.23,10.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,2023,11,8,14:44,,BTB2,13.11068,99.94804,,0.5,S,0.5,,,,,,,,,,,,,,,,0.4,32.00,30.23,,0.10,0.12,,,,5.3,,5.298,,,8.87,,2.68,,7.18,,,,,,,2336.6,6.967,6.92365478,10881.09288,2319.836247,8.360253528,322.718679,0.056755422,0.036233197,2650.91518,,,,,,,,,,,,4.445,28.109,6.146,1.15,4.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,5,13:15,,1,13.265051,99.942642,,1.6,S,0.5,,,,,,,,,,,,,,,,0.4,31.80,31.63,31.62,15.00,16.18,16.25,,,3.09,,2.783,2.88,3.9737611,93.33333333,,7.16,14.508,7.38,,6.96,,√,น้ำตื้นไม่สามารถเก็บได้,แดดจัด น้ำขุ่นตะกอนดิน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,13:30,,2,13.27456,100.00164,,5.2,S,0.5,,,,,,,,,,,,,,,,0.3,31.00,31.22,31.21,27.10,29.69,29.69,,,5.49,,5.718,5.87,6.0626006,49.6,,4.88,9.459,8.04,,8.41,,√,√,แดดจัด น้ำขุ่นตะกอนดิน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,13:30,,2,13.27456,100.00164,,5.2,M,2.5,,,,,,,,,,,,,,,,0.3,30.30,31.21,31.21,27.00,29.70,29.67,,,5.74,,5.667,5.94,6.0263039,53.375,,4.98,9.136,8.04,,8.39,,,,ลมปานกลาง ไม่มีคลื่น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,13:30,,2,13.27456,100.00164,,5.2,B,4,,,,,,,,,,,,,,,,0.3,30.30,31.20,31.20,27.20,29.76,29.71,,,5.86,,5.625,5.8,5.9964125,54.66666667,,4.76,9.36,8.01,,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,12:52,,3,13.26331,100.06691,,8.2,S,0.5,,,,,,,,,,,,,,,,1,31.10,31.67,31.70,27.30,29.79,29.74,,,7.04,,7.345,7.7,7.2205365,10.55,,3.81,6.288,8.12,,8.67,,,,แดดจัด น้ำใส,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,12:52,,3,13.26331,100.06691,,8.2,M,4,,,,,,,,,,,,,,,,1,30.80,30.72,30.73,27.60,31.22,31.12,,,7.22,,5.659,5.1,6.0206103,8.45,,4.31,6.63,8.14,,8.48,,,,ลมปานกลาง ไม่มีคลื่น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,12:52,,3,13.26331,100.06691,,8.2,B,7,,,,,,,,,,,,,,,,1,30.60,30.72,30.73,28.40,31.37,31.20,,,4.4,,4.281,4.56,5.0398877,15.95,,4.18,7.761,8.03,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,9:42,,4,13.28935,100.13554,,9.5,S,0.5,,,,,,,,,,,,,,,,3.8,30.80,30.86,30.86,27.80,30.46,30.37,,,6.11,,6.18,6.46,6.391406,6.6,,0.87,1.276,8.06,,8.77,,√,√,น้ำใสมีเศษซากแพลงตอนพืช,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,9:42,,4,13.28935,100.13554,,9.5,M,4.5,,,,,,,,,,,,,,,,3.8,30.70,30.72,30.72,27.80,30.48,30.37,,,6.29,,6.14,6.45,6.362938,6.15,,1.38,2.219,8.09,,8.75,,,,แดดจัด ลมสงบ ไม่มีคลื่น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,9:42,,4,13.28935,100.13554,,9.5,B,8.5,,,,,,,,,,,,,,,,3.8,30.80,31.05,31.05,28.70,31.57,31.37,,,5.36,,4.494,4.66,5.1914798,9.85,,1.86,1.994,8.02,,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,7,3,16:33,,5,13.27398,100.07563,,9.5,S,0.5,,,,,,,,,,,,,,,,2.1,31.00,31.34,31.44,27.70,30.48,30.34,,,7.7,,7.976,8.65,7.6696192,6.05,,3.22,4.231,8.28,,8.98,,,,น้ำใส แดดอ่อน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
